0.0,1625726835156,0.0
1.0,1625726836171,0.0
2.0,1625726838992,1.0
3.0,1625726842447,2.0
4.0,1625726844557,3.0
5.0,1625726847913,4.0
6.0,1625726851038,5.0
7.0,1625726854244,6.0
8.0,1625726856490,7.0
9.0,1625726859561,8.0
10.0,1625726862058,9.0
11.0,1625726864943,10.0
12.0,1625726868279,11.0
13.0,1625726870743,12.0
14.0,1625726873753,13.0
15.0,1625726874834,13.0
16.0,1625726878106,14.0
17.0,1625726881341,15.0
18.0,1625726885054,16.0
19.0,1625726888440,17.0
20.0,1625726890587,18.0
21.0,1625726891783,18.0
22.0,1625726893035,18.0
23.0,1625726894392,18.0
24.0,1625726895662,18.0
25.0,1625726897906,19.0
26.0,1625726900661,20.0
27.0,1625726905403,22.0
28.0,1625726907826,23.0
29.0,1625726909058,23.0
30.0,1625726914075,25.0
31.0,1625726916986,26.0
32.0,1625726918062,26.0
33.0,1625726921140,27.0
34.0,1625726924510,28.0
35.0,1625726927156,29.0
36.0,1625726929953,30.0
37.0,1625726935153,32.0
38.0,1625726938142,33.0
39.0,1625726941675,34.0
40.0,1625726944097,35.0
41.0,1625726945271,35.0
42.0,1625726947838,36.0
43.0,1625726950065,37.0
44.0,1625726951121,37.0
45.0,1625726952166,37.0
46.0,1625726953244,37.0
47.0,1625726954397,37.0
48.0,1625726956453,38.0
49.0,1625726959773,39.0
50.0,1625726962876,40.0
51.0,1625726964101,40.0
52.0,1625726965167,40.0
53.0,1625726968127,41.0
54.0,1625726971002,42.0
55.0,1625726974136,43.0
56.0,1625726975417,43.0
57.0,1625726977619,44.0
58.0,1625726980566,45.0
59.0,1625726983899,46.0
60.0,1625726987436,47.0
61.0,1625726989725,48.0
62.0,1625726996467,50.0
63.0,1625726999639,51.0
64.0,1625727000802,51.0
65.0,1625727004336,52.0
66.0,1625727006995,53.0
67.0,1625727009625,54.0
68.0,1625727010848,54.0
69.0,1625727014062,55.0
70.0,1625727015676,55.0
71.0,1625727016913,55.0
72.0,1625727020225,56.0
73.0,1625727022427,57.0
74.0,1625727028373,59.0
75.0,1625727031607,60.0
76.0,1625727032750,60.0
77.0,1625727034937,61.0
78.0,1625727037977,62.0
79.0,1625727041206,63.0
80.0,1625727043658,64.0
81.0,1625727044936,64.0
82.0,1625727046005,64.0
83.0,1625727047087,64.0
84.0,1625727048463,64.0
85.0,1625727051239,65.0
86.0,1625727054511,66.0
87.0,1625727057860,67.0
88.0,1625727058892,67.0
89.0,1625727061509,68.0
90.0,1625727064803,69.0
91.0,1625727068028,70.0
92.0,1625727070719,71.0
93.0,1625727072779,72.0
94.0,1625727073936,72.0
95.0,1625727076408,73.0
96.0,1625727079124,74.0
97.0,1625727082384,75.0
98.0,1625727084289,76.0
99.0,1625727086894,77.0
100.0,1625727088018,77.0
101.0,1625727093019,79.0
102.0,1625727095474,80.0
103.0,1625727096673,80.0
104.0,1625727097919,80.0
105.0,1625727099029,80.0
106.0,1625727100485,80.0
107.0,1625727103563,81.0
108.0,1625727108776,83.0
109.0,1625727111789,84.0
110.0,1625727113196,84.0
111.0,1625727115817,85.0
112.0,1625727118729,86.0
113.0,1625727119955,86.0
114.0,1625727121237,86.0
115.0,1625727122287,86.0
116.0,1625727126708,87.0
117.0,1625727129396,88.0
118.0,1625727132520,89.0
119.0,1625727135324,90.0
120.0,1625727138767,91.0
121.0,1625727141679,92.0
122.0,1625727143946,93.0
123.0,1625727146481,94.0
124.0,1625727150312,95.0
125.0,1625727153115,96.0
126.0,1625727155670,97.0
127.0,1625727158383,98.0
128.0,1625727159693,99.0
129.0,1625727162557,100.0
130.0,1625727165801,101.0
131.0,1625727168700,102.0
132.0,1625727169974,102.0
133.0,1625727171098,102.0
134.0,1625727172141,102.0
135.0,1625727173244,102.0
136.0,1625727174473,102.0
137.0,1625727175540,102.0
138.0,1625727179142,103.0
139.0,1625727181601,104.0
140.0,1625727184067,105.0
